     V0  V1  V2  V3  V4  V5  V6  V7  V8  V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29
 V3   X   X   X   X   X   X   X  42   X   X  29   4   X   X   X   X   X   X   X   X   X  50   X   X  35   8   X   X  13   X 
 V4   X   X   X   X   X  15   X  54   X   X   X  99   X   X   X   X   X  48   X   X  14   X   X   X   X   X   X  45   X  69 
 V5   X   X   X   X  15   X   X  85   X   X   X  77  16   X   X   X   X   X   X   X   X   X   X  54   X   X  33   X   X   X 
 V6  17   X  20   X   X   X   X   X   X   X  25   X  84  63   X   X   X  78  70   X  66  71  21   X   X   X   X   X   X   X 
 V7   X  92   X  42  54  85   X   X  12   X  52   X   X   X  26   X   X   X  15   X   X   X   X   X   X   X   X   X   X   X 
 V8   X   X   X   X   X   X   X  12   X   X   X   X   X  25   X   8   X   X  85   X   X   X   X   X   X  33   X  46   X   X 
 V9   X   X   X   X   X   X   X   X   X   X   X   X   X  25   X  72   X   X   X   X   X   X  60   X   X   X  69   X   X   X 
V10  49   X   X  29   X   X  25  52   X   X   X  63   X  20   X   X   X   X   X   X   X   X   X  35   X   X  54   X  37   X 
V11   X  31  78   4  99  77   X   X   X   X  63   X   X   X   X  47  48   6   X   X   X  68   X   X   X   X   X  51   X   X 
V12   X   X   X   X   X  16  84   X   X   X   X   X   X   X   X   X   X   X   X  82   X  84   X  16   X   X   X   X   X   X 
V13   X   X   X   X   X   X  63   X  25  25  20   X   X   X   X   X   X   X   X   X  10   X   X   X   X   X  56   X   X   X 
V14  63   X   X   X   X   X   X  26   X   X   X   X   X   X   X   X   X  53   X  13   X   X   X   X   X   X   X   X   X   X 
V15  63   X   X   X   X   X   X   X   8  72   X  47   X   X   X   X   X   X  30   X   X   X   X   X 100   X   X  36   X  55 
V16   X   X  66   X   X   X   X   X   X   X   X  48   X   X   X   X   X   X   X   X   X  31   X   X   X   X   X   X   X  24 
V17   X   X   X   X  48   X  78   X   X   X   X   6   X   X  53   X   X   X  19   X   X   X   X  46   X   X   X   X   X   X 
V18   X   X   X   X   X   X  70  15  85   X   X   X   X   X   X  30   X  19   X   5   X   4   X   X   5   X   X   X  94   X 
V19   X   X   X   X   X   X   X   X   X   X   X   X  82   X  13   X   X   X   5   X   X  32  25   X   X   X   X   X   X   X 
V20   X   X  94   X  14   X  66   X   X   X   X   X   X  10   X   X   X   X   X   X   X   X   X   X  85  50  94   X   X   X 
V21  44   X   X  50   X   X  71   X   X   X   X  68  84   X   X   X  31   X   4  32   X   X   X  76   X   X  44   X   X   X 
V22   X  86  76   X   X   X  21   X   X  60   X   X   X   X   X   X   X   X   X  25   X   X   X   X   X   X   X   X  62   X 
V23   X   X  94   X   X  54   X   X   X   X  35   X  16   X   X   X   X  46   X   X   X  76   X   X   X   X  97   X   X   X 
V24   X   6   X  35   X   X   X   X   X   X   X   X   X   X   X 100   X   X   5   X  85   X   X   X   X   X  49  56   X   X 
V25   X   X  14   8   X   X   X   X  33   X   X   X   X   X   X   X   X   X   X   X  50   X   X   X   X   X   X   X   X   X 
V26   X   X   X   X   X  33   X   X   X  69  54   X   X  56   X   X   X   X   X   X  94  44   X  97  49   X   X   X   X   X 
V27  52   X   X   X  45   X   X   X  46   X   X  51   X   X   X  36   X   X   X   X   X   X   X   X  56   X   X   X   X  11 
V28  25   X   X  13   X   X   X   X   X   X  37   X   X   X   X   X   X   X  94   X   X   X  62   X   X   X   X   X   X   X 
V29   X   X  65   X  69   X   X   X   X   X   X   X   X   X   X  55  24   X   X   X   X   X   X   X   X   X   X  11   X   X 
(V0-V6,17) (V6-V2,20) (V2-V25,14) (V25-V3,8) (V3-V11,4) (V11-V17,6) (V3-V28,13) (V17-V18,19) (V18-V21,4) (V18-V19,5) (V18-V24,5) (V24-V1,6) (V19-V14,13) (V18-V7,15) (V7-V8,12) (V8-V15,8) (V6-V22,21) (V6-V10,25) (V10-V13,20) (V13-V20,10) (V20-V4,14) (V4-V5,15) (V5-V12,16) (V12-V23,16) (V13-V9,25) (V21-V16,31) (V16-V29,24) (V29-V27,11) (V5-V26,33) 最小生成树总权值为430
     V0  V1  V2  V3  V4  V5  V6  V7  V8  V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29
 V0   X   X   X   X   X   X   X   X  74   X  54   X   X   X   X   X   X   X   X  73   X   X   X  53   4   X  49   X   X   X 
 V1   X   X  37   X   X   X   3   6  14   X  30   X  40  18   X   X   X   7  83   X  66   X  60   X   X  63   X   X   X   X 
 V2   X  37   X   X   X   X   X  29  76   X   X  39  88   X  20   X   X   X   X   X  92   X   X  42   X   X   X   X   X   X 
 V3   X   X   X   X   X   X  68   X   X   X   X  49   X   X   X   X   X   X   X  75   X  72   X   X   X   X   X  93  89  65 
 V4   X   X   X   X   X   X   X   X  38   X  55   X  21   X  58   X   X   X   X   X   X   X  33  58   X   X  39   X   X   X 
 V5   X   X   X   X   X   X   X   X   X   X   X  81   X   X   X   X   X   X   X   X   X   X   X   X   X   X  24  18   X   X 
 V6   X   3   X  68   X   X   X   X  15   X   X   X   X   X   X   X   X   X   X  58   X   X   X   X  31  41  24   X   X   X 
 V7   X   6  29   X   X   X   X   X  87   X  64   X   X   X   X   X   X   X   X  58  53   X   X  15   X   X   X   X  62   X 
 V8  74  14  76   X  38   X  15  87   X   X   X  80   X  25  82 100   X   X   X   X   X   X   X   X   X   X   X   X   X  46 
 V9   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  97   X   2   X   X   X   X   X  28   X   X   X   X  57   X 
V10  54  30   X   X  55   X   X  64   X   X   X   X   X   X   X   X   X  96   X  95   X   X   X  81   X   X  19   X  42   X 
V11   X   X  39  49   X  81   X   X  80   X   X   X  50   X 100  26   X   X   X   X   X   X   X   X   X   X   X  98   X  64 
V12   X  40  88   X  21   X   X   X   X   X   X  50   X  55   X  87   X   X   X   X  99   X   X   X   X   X  81  42   X   X 
V13   X  18   X   X   X   X   X   X  25   X   X   X  55   X   3   X   3   X   X   X  36   X   X  46   X  15  25   X   X   X 
V14   X   X  20   X  58   X   X   X  82   X   X 100   X   3   X   X   X   X   X   X   X   X  93   X   X   X  42   X   X   X 
V15   X   X   X   X   X   X   X   X 100  97   X  26  87   X   X   X   X  91   X   X   X  89   X   X   X   X   X   X   X   8 
V16   X   X   X   X   X   X   X   X   X   X   X   X   X   3   X   X   X   X   X   X   X   X   X   X   X   X  91   X   X  77 
V17   X   7   X   X   X   X   X   X   X   2  96   X   X   X   X  91   X   X   X   X   X   X  56   X   X   X   X   X   X   X 
V18   X  83   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  63   X   X   X 
V19  73   X   X  75   X   X  58  58   X   X  95   X   X   X   X   X   X   X   X   X   X   X   X   X   X  98   X   X   X   X 
V20   X  66  92   X   X   X   X  53   X   X   X   X  99  36   X   X   X   X   X   X   X   X   X   X   X  23   X  16   X   X 
V21   X   X   X  72   X   X   X   X   X   X   X   X   X   X   X  89   X   X   X   X   X   X   X   X  31  92   X   X   X  66 
V22   X  60   X   X  33   X   X   X   X   X   X   X   X   X  93   X   X  56   X   X   X   X   X   X   X   X   X   X   X   X 
V23  53   X  42   X  58   X   X  15   X  28  81   X   X  46   X   X   X   X   X   X   X   X   X   X   X   X   6   X   X   X 
V24   4   X   X   X   X   X  31   X   X   X   X   X   X   X   X   X   X   X   X   X   X  31   X   X   X   X   X   X   X   X 
V25   X  63   X   X   X   X  41   X   X   X   X   X   X  15   X   X   X   X   X  98  23  92   X   X   X   X   X   X   X   X 
V26  49   X   X   X  39  24  24   X   X   X  19   X  81  25  42   X  91   X  63   X   X   X   X   6   X   X   X  22   X   X 
V27   X   X   X  93   X  18   X   X   X   X   X  98  42   X   X   X   X   X   X   X  16   X   X   X   X   X  22   X   X   X 
V28   X   X   X  89   X   X   X  62   X  57  42   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X 
V29   X   X   X  65   X   X   X   X  46   X   X  64   X   X   X   8  77   X   X   X   X  66   X   X   X   X   X   X   X   X 
(V0-V24,4) (V24-V6,31) (V6-V1,3) (V1-V7,6) (V1-V17,7) (V17-V9,2) (V1-V8,14) (V7-V23,15) (V23-V26,6) (V1-V13,18) (V13-V14,3) (V13-V16,3) (V13-V25,15) (V26-V10,19) (V14-V2,20) (V26-V27,22) (V27-V20,16) (V27-V5,18) (V24-V21,31) (V8-V4,38) (V4-V12,21) (V4-V22,33) (V2-V11,39) (V11-V15,26) (V15-V29,8) (V10-V28,42) (V11-V3,49) (V6-V19,58) (V26-V18,63) 最小生成树总权值为630
     V0  V1  V2  V3  V4  V5  V6  V7  V8  V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29
 V0   X   X   X   X   X   X   X   X  18   X   X   X   X  49   X  79  95   X  90   X   X   X   X   X   X   X  41   X   X   X 
 V1   X   X   7   X   X   X  42  66  80   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X 
 V2   X   7   X   X   X   X  79   X   X   X   X   X   X   X  87   X  79  21   X   X   X   X  19   X   X   X   X  26  35   X 
 V3   X   X   X   X   X   X   X   X   X   X   X   X  78   X   X   X  27   X   X   X   X   X   X   X   X   X   X   X   X  82 
 V4   X   X   X   X   X   X  69   X  40   X   X   X  15   X   X   X   X  42   X   X   X   X   X   X   X  10   X  49   X   X 
 V5   X   X   X   X   X   X   X   X  24   X   X   X   X   X   X   X   X   X   X   X   X   X  25  50   X   X   X  76  66  32 
 V6   X  42  79   X  69   X   X   X  56   X   X   X  37  61   X   X   X  75   X  10  17   X   X   X   X  13   X   X   5   X 
 V7   X  66   X   X   X   X   X   X   X   X   X   X   X   X   X  24  52  31   X   X   X   X   X   X  56   X   X   X   X   X 
 V8  18  80   X   X  40  24  56   X   X   X   X   X  79   X  88   X  77   X   X  24  83  78   8  76   X   X   X  29  20   X 
 V9   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  80   X  91  51  21   X   X   X   X   X   X   X 
V10   X   X   X   X   X   X   X   X   X   X   X  64   X   X   X  24   X  46  15   X   X  93   X  75  59   X   X   X   X   X 
V11   X   X   X   X   X   X   X   X   X   X  64   X   X   X  43   X   X   X   X   X   X   X   X   X   X  32  42   X   X   X 
V12   X   X   X  78  15   X  37   X  79   X   X   X   X   X   X  84   9   X   X   X 100   X   X   X  84   X   X  50   X   X 
V13  49   X   X   X   X   X  61   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   8   X   X   X   X   X 
V14   X   X  87   X   X   X   X   X  88   X   X  43   X   X   X   X   X  32   X   X   X   X   X   X   X   X   X   X   X   X 
V15  79   X   X   X   X   X   X  24   X   X  24   X  84   X   X   X   X   X  74  26   X   X  68  42   X  88  75   X  64   X 
V16  95   X  79  27   X   X   X  52  77   X   X   X   9   X   X   X   X  62   X  16   X   X   X   X   X   X   X   X   X   X 
V17   X   X  21   X  42   X  75  31   X   X  46   X   X   X  32   X  62   X   X   X   X   X   X   X   X   X   X   X  73   X 
V18  90   X   X   X   X   X   X   X   X  80  15   X   X   X   X  74   X   X   X   X   X   X   X   X   X  64  84   X   X  22 
V19   X   X   X   X   X   X  10   X  24   X   X   X   X   X   X  26  16   X   X   X   X  43   X   X   X   X   X   X   X   X 
V20   X   X   X   X   X   X  17   X  83  91   X   X 100   X   X   X   X   X   X   X   X  44  64   X   X   X  44   X   X   X 
V21   X   X   X   X   X   X   X   X  78  51  93   X   X   X   X   X   X   X   X  43  44   X   X  49   X   X   X  35  21   X 
V22   X   X  19   X   X  25   X   X   8  21   X   X   X   X   X  68   X   X   X   X  64   X   X   X   X   X  55   X   X   X 
V23   X   X   X   X   X  50   X   X  76   X  75   X   X   X   X  42   X   X   X   X   X  49   X   X   X   3   X   X   X   X 
V24   X   X   X   X   X   X   X  56   X   X  59   X  84   8   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X 
V25   X   X   X   X  10   X  13   X   X   X   X  32   X   X   X  88   X   X  64   X   X   X   X   3   X   X  11  75   X   X 
V26  41   X   X   X   X   X   X   X   X   X   X  42   X   X   X  75   X   X  84   X  44   X  55   X   X  11   X   X   X   X 
V27   X   X  26   X  49  76   X   X  29   X   X   X  50   X   X   X   X   X   X   X   X  35   X   X   X  75   X   X   X   X 
V28   X   X  35   X   X  66   5   X  20   X   X   X   X   X   X  64   X  73   X   X   X  21   X   X   X   X   X   X   X  83 
V29   X   X   X  82   X  32   X   X   X   X   X   X   X   X   X   X   X   X  22   X   X   X   X   X   X   X   X   X  83   X 
(V0-V8,18) (V8-V22,8) (V22-V2,19) (V2-V1,7) (V8-V28,20) (V28-V6,5) (V6-V19,10) (V6-V25,13) (V25-V23,3) (V25-V4,10) (V25-V26,11) (V4-V12,15) (V12-V16,9) (V6-V20,17) (V22-V9,21) (V2-V17,21) (V28-V21,21) (V8-V5,24) (V19-V15,26) (V15-V7,24) (V15-V10,24) (V10-V18,15) (V18-V29,22) (V2-V27,26) (V16-V3,27) (V25-V11,32) (V17-V14,32) (V0-V13,49) (V13-V24,8) 最小生成树总权值为537
     V0  V1  V2  V3  V4  V5  V6  V7  V8  V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29
 V0   X  31   X   X  18   X  40   X   X   6   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  92  67   X   X 
 V1  31   X   X   X   6   X   X   X  43   X   X   X   X   X   X   X  21   X   X   X   X   X  43  25   X   8   X   X   X   X 
 V2   X   X   X  20   X   X   X   X   X  88   X   X  33  14   X   X   X  10   X   X   X   X   8  97   X  33   X   X   X   X 
 V3   X   X  20   X   X   X   X   X  34   X  12   X   X   X   X   X   X   X  31   X  49   X   X   X  51   X   X   X   X   X 
 V4  18   6   X   X   X  47   X   X   X   X   X   X   X   X   X  92   X   X  64   X  75   X   X   X   X   X   X   X  22   X 
 V5   X   X   X   X  47   X   X   X  77   X  30   X   X  96   X  82   X  31   X   X  16  70   X   X  23   X  64   X   X   X 
 V6  40   X   X   X   X   X   X   X  53   X   X   X   X   X   X  30   X  88   X   X   X   X  61  73   X   X   X   X   X   X 
 V7   X   X   X   X   X   X   X   X   X  62   X  98   X   X  47   X   X   X  38   X   X   X   X   X   X   X  33  44   X  60 
 V8   X  43   X  34   X  77  53   X   X   X  33   X   X   X  11   X   X   X   X   X   X   X  16  96   X   X   X   X  16   X 
 V9   6   X  88   X   X   X   X  62   X   X   X   X   X   X   X   X  99   X   X   X   X   X   X   X   X  89   X   X   X   X 
V10   X   X   X  12   X  30   X   X  33   X   X  32  60   X   1   X  90   X   X   X   X  71  47   X   X   X   X   X   X   X 
V11   X   X   X   X   X   X   X  98   X   X  32   X   X   X  95   X   X   X  22  21  98   X   X   X   X   X   X  81   X   X 
V12   X   X  33   X   X   X   X   X   X   X  60   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  96   X 
V13   X   X  14   X   X  96   X   X   X   X   X   X   X   X   X   X   X   X  82  43   X   X   X   X  33   X   X   X   X   X 
V14   X   X   X   X   X   X   X  47  11   X   1  95   X   X   X  24  97   X   X   X   X   X   X   X   X   X   X   X   X   X 
V15   X   X   X   X  92  82  30   X   X   X   X   X   X   X  24   X  71   X   X   X  83  50   X  70   X   X   X   X  59   X 
V16   X  21   X   X   X   X   X   X   X  99  90   X   X   X  97  71   X   X   X   X  94  43   X   X   X   X  64   X   X   X 
V17   X   X  10   X   X  31  88   X   X   X   X   X   X   X   X   X   X   X   X  73   X   X   X   X   X  30   X   X   X   X 
V18   X   X   X  31  64   X   X  38   X   X   X  22   X  82   X   X   X   X   X   X   X   X   X   X   X   X  21   X   X   X 
V19   X   X   X   X   X   X   X   X   X   X   X  21   X  43   X   X   X  73   X   X   X   X   X   X  61   X   X   X   X   X 
V20   X   X   X  49  75  16   X   X   X   X   X  98   X   X   X  83  94   X   X   X   X   X   X  96   X   X   X   X   7  19 
V21   X   X   X   X   X  70   X   X   X   X  71   X   X   X   X  50  43   X   X   X   X   X  49   X   X   X   X   X   X   X 
V22   X  43   8   X   X   X  61   X  16   X  47   X   X   X   X   X   X   X   X   X   X  49   X  83   X  89   X   X   X   X 
V23   X  25  97   X   X   X  73   X  96   X   X   X   X   X   X  70   X   X   X   X  96   X  83   X  24   X   X   X   X  94 
V24   X   X   X  51   X  23   X   X   X   X   X   X   X  33   X   X   X   X   X  61   X   X   X  24   X   X  80   X  10   X 
V25   X   8  33   X   X   X   X   X   X  89   X   X   X   X   X   X   X  30   X   X   X   X  89   X   X   X   X  90   X  62 
V26  92   X   X   X   X  64   X  33   X   X   X   X   X   X   X   X  64   X  21   X   X   X   X   X  80   X   X   X   X   X 
V27  67   X   X   X   X   X   X  44   X   X   X  81   X   X   X   X   X   X   X   X   X   X   X   X   X  90   X   X  26   X 
V28   X   X   X   X  22   X   X   X  16   X   X   X  96   X   X  59   X   X   X   X   7   X   X   X  10   X   X  26   X   X 
V29   X   X   X   X   X   X   X  60   X   X   X   X   X   X   X   X   X   X   X   X  19   X   X  94   X  62   X   X   X   X 
(V0-V9,6) (V0-V4,18) (V4-V1,6) (V1-V25,8) (V1-V16,21) (V4-V28,22) (V28-V20,7) (V28-V24,10) (V20-V5,16) (V28-V8,16) (V8-V14,11) (V14-V10,1) (V10-V3,12) (V8-V22,16) (V22-V2,8) (V2-V17,10) (V2-V13,14) (V20-V29,19) (V14-V15,24) (V24-V23,24) (V28-V27,26) (V15-V6,30) (V3-V18,31) (V18-V26,21) (V18-V11,22) (V11-V19,21) (V26-V7,33) (V2-V12,33) (V16-V21,43) 最小生成树总权值为529
     V0  V1  V2  V3  V4  V5  V6  V7  V8  V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29
 V0   X   X   X   X   X   X   X  38   X  56   X  37   X  78   X  97   X   X   X   X   X  20   X  99  57   9   X   X   X  18 
 V1   X   X   X   X   X   X  44   X   X   X  69   X   X   2   X   X   X   X   X   X   X   X   X   X  75   X  50   X   X   X 
 V2   X   X   X  57   X   X  98   X   X   X   X   X  85   X   X   X   X   X  91  84   X   X   X   X  22  85   X   X   X   X 
 V3   X   X  57   X   X   X  76   X   X   X   X  72   X   X   X   X   X   X   X  47  24   X   X   X   X  41   X   X   X   X 
 V4   X   X   X   X   X   X   X  82   X  28  11   X  47  22   X   X   X   X  54   X  55   X   X   X   X  19   X   X  59   X 
 V5   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  42   X  71   X   X   X   X  59   X   2  97 
 V6   X  44  98  76   X   X   X  74   X  12   X   X  58   X   X  42   X   X   X   X   X   X  71   X   X   X  82   X   X   X 
 V7  38   X   X   X  82   X  74   X  42   X   X   X   X   X   X  63   X   X   X   X   X  70   X   X   X   1  69   4   X   X 
 V8   X   X   X   X   X   X   X  42   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  65   9   X  69   X   X   X 
 V9  56   X   X   X  28   X  12   X   X   X   X  25  98   X  67  41   X   X   X   X   X  35   X  11   X   X   X   X   X   X 
V10   X  69   X   X  11   X   X   X   X   X   X   X   X   X   X   X   X   X  37   X   X   X  59  20   X  19   X  49   X   X 
V11  37   X   X  72   X   X   X   X   X  25   X   X   X   X   X  82  13   X   X  46   X   X   X   X  75  52   X   X   X   X 
V12   X   X  85   X  47   X  58   X   X  98   X   X   X  65  87   X   X   X   X   X   X   X   X   X   X  64   X   X   X   X 
V13  78   2   X   X  22   X   X   X   X   X   X   X  65   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X 
V14   X   X   X   X   X   X   X   X   X  67   X   X  87   X   X   X   X   X   X   X   X   X  73   X   X   X   X   X   X   X 
V15  97   X   X   X   X   X  42  63   X  41   X  82   X   X   X   X   X  29   X   X  46   X  85  71   X  43   X   X   X   X 
V16   X   X   X   X   X   X   X   X   X   X   X  13   X   X   X   X   X   X   X   X  96   X   X  86   X  55   X   X   X   X 
V17   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  29   X   X   X   X   X   X  65   X   X   X  43   X   X   X 
V18   X   X  91   X  54   X   X   X   X   X  37   X   X   X   X   X   X   X   X   X   X   X  56   X   X   X   X   X  50   X 
V19   X   X  84  47   X  42   X   X   X   X   X  46   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  39  44   X 
V20   X   X   X  24  55   X   X   X   X   X   X   X   X   X   X  46  96   X   X   X   X   X   X   X   X   X   X   X   X   X 
V21  20   X   X   X   X  71   X  70   X  35   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  47  48  26 
V22   X   X   X   X   X   X  71   X   X   X  59   X   X   X  73  85   X  65  56   X   X   X   X   X  95  61   X   X  95   X 
V23  99   X   X   X   X   X   X   X  65  11  20   X   X   X   X  71  86   X   X   X   X   X   X   X  68   X   X   X   X   X 
V24  57  75  22   X   X   X   X   X   9   X   X  75   X   X   X   X   X   X   X   X   X   X  95  68   X   X   X   X   X   X 
V25   9   X  85  41  19   X   X   1   X   X  19  52  64   X   X  43  55   X   X   X   X   X  61   X   X   X   X   X   X  23 
V26   X  50   X   X   X  59  82  69  69   X   X   X   X   X   X   X   X  43   X   X   X   X   X   X   X   X   X   X  94   X 
V27   X   X   X   X   X   X   X   4   X   X  49   X   X   X   X   X   X   X   X  39   X  47   X   X   X   X   X   X   X   X 
V28   X   X   X   X  59   2   X   X   X   X   X   X   X   X   X   X   X   X  50  44   X  48  95   X   X   X  94   X   X  47 
V29  18   X   X   X   X  97   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  26   X   X   X  23   X   X  47   X 
(V0-V25,9) (V25-V7,1) (V7-V27,4) (V0-V29,18) (V25-V4,19) (V4-V10,11) (V0-V21,20) (V10-V23,20) (V23-V9,11) (V9-V6,12) (V4-V13,22) (V13-V1,2) (V9-V11,25) (V11-V16,13) (V10-V18,37) (V27-V19,39) (V25-V3,41) (V3-V20,24) (V9-V15,41) (V15-V17,29) (V19-V5,42) (V5-V28,2) (V7-V8,42) (V8-V24,9) (V24-V2,22) (V17-V26,43) (V4-V12,47) (V18-V22,56) (V9-V14,67) 最小生成树总权值为728
     V0  V1  V2  V3  V4  V5  V6  V7  V8  V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29
 V0   X   X   X   X  93   X   X   X   X   X   X  36   X  59   X   X  45   X   X  87   X  18   X   X   X   X  34  95   X  79 
 V1   X   X  98   X   X   X   X  61  32  36   X   3  13   X  16  94   X   X   X   X  95  44   X   X   X  86   X   X   X   X 
 V2   X  98   X   X   X   X   X   X   X  99   X   X   X   X   X   X   X   X   X   X   X   X  32  57   X   X  87   X   X   X 
 V3   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  15   X 
 V4  93   X   X   X   X   X  47   X  57  68  65   X   X   X   X  22  57   X  21   X  82   X   X   X   X  72  25   X   X   X 
 V5   X   X   X   X   X   X   X   X   X   X   X   7  87   X  34   X   X  57  87   X   X  46  56   X   X   X  39   6  48   X 
 V6   X   X   X   X  47   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  69 
 V7   X  61   X   X   X   X   X   X   X   X   X   X   X  63   X   X  55   X   X   X  85  81   X   X  96  85  82   X   X   X 
 V8   X  32   X   X  57   X   X   X   X 100   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X 
 V9   X  36  99   X  68   X   X   X 100   X   X   X   X   X   X  27   X   X  63   X   X   X   X   X   X   X  58  56  47   X 
V10   X   X   X   X  65   X   X   X   X   X   X   X   X   X   X   X   X   X  71   X   X   X   X   X  61   X   X   X   X   X 
V11  36   3   X   X   X   7   X   X   X   X   X   X   X   X   X   X   3  79   X   X   X   X   2   X   X   X   X   X   X   X 
V12   X  13   X   X   X  87   X   X   X   X   X   X   X   X  50  42  41   X   X   X  94   X   X   X   X   X   X  61  34   X 
V13  59   X   X   X   X   X   X  63   X   X   X   X   X   X   X   X  84   X   X   X   X   X  52   X   X   X   X   X  75  87 
V14   X  16   X   X   X  34   X   X   X   X   X   X  50   X   X   X   X   X   X   X   X   X   X  90   3  13   X   X   X  38 
V15   X  94   X   X  22   X   X   X   X  27   X   X  42   X   X   X   X   X   X   X   X   X  54  49   1   X   X  81   X   X 
V16  45   X   X   X  57   X   X  55   X   X   X   3  41  84   X   X   X  75   X   X  55   X   X   X   X  22   X  95   X   X 
V17   X   X   X   X   X  57   X   X   X   X   X  79   X   X   X   X  75   X   X  41   X   X   X   X   X   X   X  32   X   X 
V18   X   X   X   X  21  87   X   X   X  63  71   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  75   X 
V19  87   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  41   X   X   X   X   X   X   X   X   X   X   X   X 
V20   X  95   X   X  82   X   X  85   X   X   X   X  94   X   X   X  55   X   X   X   X   X   X  12  24   X   X   X   X   X 
V21  18  44   X   X   X  46   X  81   X   X   X   X   X   X   X   X   X   X   X   X   X   X  54   X   X   7  36   X   X  32 
V22   X   X  32   X   X  56   X   X   X   X   X   2   X  52   X  54   X   X   X   X   X  54   X   X   X   X  96   X   X   X 
V23   X   X  57   X   X   X   X   X   X   X   X   X   X   X  90  49   X   X   X   X  12   X   X   X   X   X   X   X  77   X 
V24   X   X   X   X   X   X   X  96   X   X  61   X   X   X   3   1   X   X   X   X  24   X   X   X   X   X   X   X   X   X 
V25   X  86   X   X  72   X   X  85   X   X   X   X   X   X  13   X  22   X   X   X   X   7   X   X   X   X   X   X   X   X 
V26  34   X  87   X  25  39   X  82   X  58   X   X   X   X   X   X   X   X   X   X   X  36  96   X   X   X   X  33   X   X 
V27  95   X   X   X   X   6   X   X   X  56   X   X  61   X   X  81  95  32   X   X   X   X   X   X   X   X  33   X  44   X 
V28   X   X   X  15   X  48   X   X   X  47   X   X  34  75   X   X   X   X  75   X   X   X   X  77   X   X   X  44   X  62 
V29  79   X   X   X   X   X  69   X   X   X   X   X   X  87  38   X   X   X   X   X   X  32   X   X   X   X   X   X  62   X 
(V0-V21,18) (V21-V25,7) (V25-V14,13) (V14-V24,3) (V24-V15,1) (V14-V1,16) (V1-V11,3) (V11-V22,2) (V11-V16,3) (V11-V5,7) (V5-V27,6) (V1-V12,13) (V15-V4,22) (V4-V18,21) (V24-V20,24) (V20-V23,12) (V4-V26,25) (V15-V9,27) (V22-V2,32) (V1-V8,32) (V27-V17,32) (V21-V29,32) (V12-V28,34) (V28-V3,15) (V17-V19,41) (V4-V6,47) (V22-V13,52) (V16-V7,55) (V24-V10,61) 最小生成树总权值为656
     V0  V1  V2  V3  V4  V5  V6  V7  V8  V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29
 V0   X  94   X  74   X  84   X   X   X   X  50  60   X   X   X   X   X   X   X   X   X   X  78   X  83   X   X   X   X   X 
 V1  94   X   X   X   X   X   X   X   X   X  75   X   X   X  57  93   X   X  46  11   X   X   X   X   7   X   X   X  59  11 
 V2   X   X   X   X   X   X   X   X   X   X   X   X   X  79   X   X   X  81   X   X   X   X   X   X   X   X   X  17  73   X 
 V3  74   X   X   X   X   X   X  51  93   X  14  80  80   X   X  20   X  85   X   X   X   X  13   X   X  23   X   X   X  78 
 V4   X   X   X   X   X   X  54   X   X  33  91  22  64   X   X   X   X   X   X   X   X   X   X  29   X   X   X   X   X   X 
